year_a,workbook_a,sheet_a,title_a,year_b,workbook_b,sheet_b,title_b,topic,similarity_score,manual_validation_required
2022,2022-Chapter-II-Health-Resources.xlsx,2.34,"Health Manpower in the Private Sector by Health Region,Category,Sex and Nationality, 2022G",2023,Statistical-Yearbook-2023.xlsx,39,"Health Manpower in the Private Sector by Health Region,Category,Sex and Nationality, 2023G",Workforce,1.0,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.35,"Health Manpower in Private Sector Hospitals by Health Region,Category,Sex and Nationality, 2022G",2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.35,"Health Manpower in Private Sector Hospitals by Health Region,Category,Sex and Nationality, 2021G",Capacity | Workforce,1.0,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.35,"Health Manpower in Private Sector Hospitals by Health Region,Category,Sex and Nationality, 2022G",2023,Statistical-Yearbook-2023.xlsx,40,"Health Manpower in Private Sector Hospitals by Health Region,Category,Sex and Nationality, 2023G",Capacity | Workforce,1.0,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.36,"Health Manpower in Private Sector Medical Complexes by Health Region, Category, Sex and Nationality, 2022G",2023,Statistical-Yearbook-2023.xlsx,41,"Health Manpower in Private Sector Medical Complexes by Health Region, Category, Sex and Nationality, 2023G",Workforce,1.0,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.37,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2022G.",2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.37,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2021G.",Workforce | Activity,1.0,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.37,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2022G.",2023,Statistical-Yearbook-2023.xlsx,42,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2023G.",Workforce | Activity,1.0,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.38,"Health Manpower in Private Health Facilities by Facility Classification, Sex and Nationality, 2022G.",2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.38,"Health Manpower in Private Health Facilities by Facility Classification, Sex and Nationality, 2021G.",Capacity | Workforce,1.0,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.38,"Health Manpower in Private Health Facilities by Facility Classification, Sex and Nationality, 2022G.",2023,Statistical-Yearbook-2023.xlsx,43,"Health Manpower in Private Health Facilities by Facility Classification, Sex and Nationality, 2023G.",Capacity | Workforce,1.0,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.40,Table 2-40,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,40,Table 4-40,Workforce,1.0,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.40,Table 2-40,2023,Statistical-Yearbook-2023.xlsx,39.,Table 4-39,Workforce,1.0,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.40,Table 2-40,2024,Statistical-Yearbook-2024.xlsx,4-49,Table 4-49,Workforce,1.0,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.43,Prince Mohammad Bin Abdulaziz Hospital,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.43,Prince Mohammad Bin Abdulaziz Hospital,Capacity,1.0,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.43,Prince Mohammad Bin Abdulaziz Hospital,2023,Statistical-Yearbook-2023.xlsx,51,Prince Mohammad Bin Abdulaziz Hospital,Capacity,1.0,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.43,Prince Mohammad Bin Abdulaziz Hospital,2024,Statistical-Yearbook-2024.xlsx,2-58,Prince Mohammad Bin Abdulaziz Hospital,Capacity,1.0,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.44,"Armed Forces Hospital in the military factories, Al-Kharj",2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.44,"Armed Forces Hospital in the military factories, Al-Kharj",Capacity,1.0,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.44,"Armed Forces Hospital in the military factories, Al-Kharj",2023,Statistical-Yearbook-2023.xlsx,52,"Armed Forces Hospital in the military factories, Al-Kharj",Capacity,1.0,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.44,"Armed Forces Hospital in the military factories, Al-Kharj",2024,Statistical-Yearbook-2024.xlsx,2-59,"Armed Forces Hospital in the military factories, Al-Kharj",Capacity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,2,زيارات مراجعي الطوارئ المرضية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2022م.,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,2,زيارات مراجعي الطوارئ المرضية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2021م.,Capacity | Activity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,2,زيارات مراجعي الطوارئ المرضية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2022م.,2023,Statistical-Yearbook-2023.xlsx,2..,زيارات مراجعي الطوارئ المرضية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2023م.,Capacity | Activity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,3,زيارات مراجعي الطوارئ الجراحية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2022م.,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,3,زيارات مراجعي الطوارئ الجراحية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2021م.,Capacity | Activity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,3,زيارات مراجعي الطوارئ الجراحية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2022م.,2023,Statistical-Yearbook-2023.xlsx,3..,زيارات مراجعي الطوارئ الجراحية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2023م.,Capacity | Activity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,4,زيارات مراجعي العيادات الخارجية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2022م.,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,زيارات مراجعي العيادات الخارجية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2021م.,Capacity | Activity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,4,زيارات مراجعي العيادات الخارجية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2022م.,2023,Statistical-Yearbook-2023.xlsx,4..,زيارات مراجعي العيادات الخارجية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2023م.,Capacity | Activity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,5,زيارات المراجعين للرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة حسب المنطقة الصحية عام 2022م,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,5,زيارات المراجعين للرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة حسب المنطقة الصحية عام 2021م,Capacity | Activity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,5,زيارات المراجعين للرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة حسب المنطقة الصحية عام 2022م,2023,Statistical-Yearbook-2023.xlsx,5..,زيارات المراجعين للرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة حسب المنطقة الصحية عام 2023م,Capacity | Activity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,6,زيارات المراجعين لمراكز الرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة حسب المنطقة الصحية في الأعوام الخمسة الأخيرة,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,6,زيارات المراجعين لمراكز الرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة حسب المنطقة الصحية في الأعوام الخمسة الأخيرة,Capacity | Activity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,6,زيارات المراجعين لمراكز الرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة حسب المنطقة الصحية في الأعوام الخمسة الأخيرة,2023,Statistical-Yearbook-2023.xlsx,6..,زيارات المراجعين لمراكز الرعاية الصحية الأولية والعيادات الخارجية بمستشفيات وزارة الصحة حسب المنطقة الصحية في الأعوام الخمسة الأخيرة,Capacity | Activity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,7,"First Aid Centers and Ambulances of the Saudi Red Crescent Authority by Administrative Region, 2022G.",2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,7,"First Aid Centers and Ambulances of the Saudi Red Crescent Authority by Administrative Region, 2021G.",Capacity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,7,"First Aid Centers and Ambulances of the Saudi Red Crescent Authority by Administrative Region, 2022G.",2023,Statistical-Yearbook-2023.xlsx,7..,"First Aid Centers and Ambulances of the Saudi Red Crescent Authority by Administrative Region, 2023G.",Capacity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,7,"First Aid Centers and Ambulances of the Saudi Red Crescent Authority by Administrative Region, 2022G.",2024,Statistical-Yearbook-2024.xlsx,4-8,"First Aid Centers and Ambulances of the Saudi Red Crescent Authority by Administrative Region, 2024G.",Capacity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,8,"Patients and Casualties Offered First Aid and Transported by Saudi Red Crescent Authority Ambulances by Administrative Region and Type of Case, 2022G.",2023,Statistical-Yearbook-2023.xlsx,8..,"Patients and Casualties Offered First Aid and Transported by Saudi Red Crescent Authority Ambulances by Administrative Region and Type of Case, 2023G.",Capacity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,8,"Patients and Casualties Offered First Aid and Transported by Saudi Red Crescent Authority Ambulances by Administrative Region and Type of Case, 2022G.",2024,Statistical-Yearbook-2024.xlsx,4-9,"Patients and Casualties Offered First Aid and Transported by Saudi Red Crescent Authority Ambulances by Administrative Region and Type of Case, 2024G.",Capacity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,10,"OPD Encounters at Other Governmental Sector Hospitals and Polyclinics by Nationality, 2022G.",2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,10,"OPD Encounters at Other Governmental Sector Hospitals and Polyclinics by Nationality, 2021G.",Capacity | Activity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,10,"OPD Encounters at Other Governmental Sector Hospitals and Polyclinics by Nationality, 2022G.",2023,Statistical-Yearbook-2023.xlsx,10..,"OPD Encounters at Other Governmental Sector Hospitals and Polyclinics by Nationality, 2023G.",Capacity | Activity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,4.11,"Visits to Polyclinics and Hospitals of the Private Sector by Health Region and Nationality, 2021G",2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4.11,"Visits to Polyclinics and Hospitals of the Private Sector by Health Region and Nationality, 2021G",Capacity | Activity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,112020,"Health Services in the Private Sector by Health Region and Nationality, 2020G",2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,112020,"Health Services in the Private Sector by Health Region and Nationality, 2020G",Activity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,112020,"Health Services in the Private Sector by Health Region and Nationality, 2020G",2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,11,"Health Services in the Private Sector by Health Region and Nationality, 2021G",Activity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,11,"Health Services in the Private Sector by Administrative Regions, 2022G",2023,Statistical-Yearbook-2023.xlsx,11..,"Health Services in the Private Sector by Administrative Regions, 2023G",Activity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,12,زيارات المراجعين للقطاعات الصحية بالمملكة ومتوسط عدد الزيارات لكل فرد من السكان في الأعوام الخمسة الأخيرة,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,12,زيارات المراجعين للقطاعات الصحية بالمملكة ومتوسط عدد الزيارات لكل فرد من السكان في الأعوام الخمسة الأخيرة,Population | Activity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,12,زيارات المراجعين للقطاعات الصحية بالمملكة ومتوسط عدد الزيارات لكل فرد من السكان في الأعوام الخمسة الأخيرة,2023,Statistical-Yearbook-2023.xlsx,12..,زيارات المراجعين للقطاعات الصحية بالمملكة ومتوسط عدد الزيارات لكل فرد من السكان في الأعوام الخمسة الأخيرة,Population | Activity,1.0,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,12,زيارات المراجعين للقطاعات الصحية بالمملكة ومتوسط عدد الزيارات لكل فرد من السكان في الأعوام الخمسة الأخيرة,2024,Statistical-Yearbook-2024.xlsx,4-15,زيارات المراجعين للقطاعات الصحية بالمملكة ومتوسط عدد الزيارات لكل فرد من السكان في الأعوام الخمسة الأخيرة,Population | Activity,1.0,YES
